Date,SecuritiesCode,Close
2022-02-25,4628,37350.0
2022-02-25,4684,18130
2022-02-25,4922,13090
2022-02-25,6146,32350
2022-02-25,6273,68120
2022-02-25,6367,20915
2022-02-25,6861,54480
2022-02-25,6954,21075
2022-02-25,7309,26130
2022-02-25,7453,1711
2022-02-25,7717,3420
2022-02-25,7974,56900
2022-02-25,8035,56600
2022-02-25,9022,15460
2022-02-25,9435,14220
2022-02-25,9605,17330
2022-02-25,9843,17055
2022-02-25,9983,61750
2022-02-28,1878,12720
2022-02-28,3349,15870
2022-02-28,4628,38000.0
2022-02-28,4684,18310
2022-02-28,4922,13130
2022-02-28,6146,32150
2022-02-28,6273,68050
2022-02-28,6367,21205
2022-02-28,6861,53780
2022-02-28,6954,21155
2022-02-28,7309,26580
2022-02-28,7453,1689
2022-02-28,7717,3415
2022-02-28,7974,58020
2022-02-28,8035,55770
2022-02-28,9022,15490
2022-02-28,9435,14200
2022-02-28,9605,17820
2022-02-28,9843,17245
2022-02-28,9983,61830
