Date,StartDate,EndDate,Section,TotalSales,TotalPurchases,TotalTotal,TotalBalance,ProprietarySales,ProprietaryPurchases,ProprietaryTotal,ProprietaryBalance,BrokerageSales,BrokeragePurchases,BrokerageTotal,BrokerageBalance,IndividualsSales,IndividualsPurchases,IndividualsTotal,IndividualsBalance,ForeignersSales,ForeignersPurchases,ForeignersTotal,ForeignersBalance,SecuritiesCosSales,SecuritiesCosPurchases,SecuritiesCosTotal,SecuritiesCosBalance,InvestmentTrustsSales,InvestmentTrustsPurchases,InvestmentTrustsTotal,InvestmentTrustsBalance,BusinessCosSales,BusinessCosPurchases,BusinessCosTotal,BusinessCosBalance,OtherInstitutionsSales,OtherInstitutionsPurchases,OtherInstitutionsTotal,OtherInstitutionsBalance,InsuranceCosSales,InsuranceCosPurchases,InsuranceCosTotal,InsuranceCosBalance,CityBKsRegionalBKsEtcSales,CityBKsRegionalBKsEtcPurchase,CityBKsRegionalBKsEtcTotal,CityBKsRegionalBKsEtcBalance,TrustBanksSales,TrustBanksPurchases,TrustBanksTotal,TrustBanksBalance,OtherFinancialInstitutionsSales,OtherFinancialInstitutionsPurchases,OtherFinancialInstitutionsTotal,OtherFinancialInstitutionsBalance
2017-07-20,2017-07-10,2017-07-14,Standard Market (Second Section),209300794.0,209186872.0,418487666.0,-113922.0,7353506.0,7220798.0,14574304.0,-132708.0,201947288.0,201966074.0,403913362.0,18786.0,124333172.0,131126610.0,255459782.0,6793438.0,64430484.0,56774211.0,121204695.0,-7656273.0,6269804.0,6731027.0,13000831.0,461223.0,1604583.0,1853378.0,3457961.0,248795.0,2598015.0,2283940.0,4881955.0,-314075.0,462282.0,1089383.0,1551665.0,627101.0,30791.0,22439.0,53230.0,-8352.0,67938.0,0.0,67938.0,-67938.0,2115213.0,1956883.0,4072096.0,-158330.0,35006.0,128203.0,163209.0,93197.0
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,2017-07-18,2017-07-21,Growth Market (Mothers/JASDAQ),756340469.0,757190669.0,1513531138.0,850200.0,24020890.0,21784857.0,45805747.0,-2236033.0,732319579.0,735405812.0,1467725391.0,3086233.0,471257404.0,461849262.0,933106666.0,-9408142.0,223939795.0,236149335.0,460089130.0,12209540.0,16243170.0,16128323.0,32371493.0,-114847.0,3711449.0,4751221.0,8462670.0,1039772.0,7349645.0,6383928.0,13733573.0,-965717.0,3325087.0,2876055.0,6201142.0,-449032.0,101894.0,116686.0,218580.0,14792.0,540535.0,5605.0,546140.0,-534930.0,5711539.0,6961430.0,12672969.0,1249891.0,139061.0,183967.0,323028.0,44906.0
2017-07-27,2017-07-18,2017-07-21,Prime Market (First Section),9277776803.0,9277070844.0,18554847647.0,-705959.0,1489678635.0,1429579393.0,2919258028.0,-60099242.0,7788098168.0,7847491451.0,15635589619.0,59393283.0,1505144032.0,1418705247.0,2923849279.0,-86438785.0,5616607083.0,5692118018.0,11308725101.0,75510935.0,95004398.0,84348914.0,179353312.0,-10655484.0,169001725.0,188149256.0,357150981.0,19147531.0,80321687.0,87254057.0,167575744.0,6932370.0,11986241.0,30055438.0,42041679.0,18069197.0,13137555.0,9075789.0,22213344.0,-4061766.0,19443858.0,8257821.0,27701679.0,-11186037.0,258711989.0,309538228.0,568250217.0,50826239.0,18739600.0,19988683.0,38728283.0,1249083.0
2017-07-27,2017-07-18,2017-07-21,Standard Market (Second Section),180107835.0,180001137.0,360108972.0,-106698.0,6810130.0,7397912.0,14208042.0,587782.0,173297705.0,172603225.0,345900930.0,-694480.0,107207368.0,107892195.0,215099563.0,684827.0,53415081.0,51770328.0,105185409.0,-1644753.0,4776308.0,4800962.0,9577270.0,24654.0,1188833.0,2884827.0,4073660.0,1695994.0,3503866.0,2200736.0,5704602.0,-1303130.0,724868.0,992529.0,1717397.0,267661.0,266338.0,25539.0,291877.0,-240799.0,56998.0,53156.0,110154.0,-3842.0,2120661.0,1880029.0,4000690.0,-240632.0,37384.0,102924.0,140308.0,65540.0
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,2017-07-24,2017-07-28,Growth Market (Mothers/JASDAQ),926197219.0,926235026.0,1852432245.0,37807.0,29790690.0,25119395.0,54910085.0,-4671295.0,896406529.0,901115631.0,1797522160.0,4709102.0,570797074.0,576558871.0,1147355945.0,5761797.0,278857360.0,275447273.0,554304633.0,-3410087.0,19978993.0,21128186.0,41107179.0,1149193.0,5298888.0,6537484.0,11836372.0,1238596.0,9703065.0,8547247.0,18250312.0,-1155818.0,3607408.0,4131955.0,7739363.0,524547.0,128935.0,215311.0,344246.0,86376.0,168186.0,19254.0,187440.0,-148932.0,7647758.0,8279679.0,15927437.0,631921.0,218862.0,250371.0,469233.0,31509.0
2017-08-03,2017-07-24,2017-07-28,Prime Market (First Section),12784515592.0,12775333735.0,25559849327.0,-9181857.0,1937042302.0,1966891525.0,3903933827.0,29849223.0,10847473290.0,10808442210.0,21655915500.0,-39031080.0,2017653762.0,2061511747.0,4079165509.0,43857985.0,7749653235.0,7628901711.0,15378554946.0,-120751524.0,100785151.0,106072271.0,206857422.0,5287120.0,245657401.0,233974922.0,479632323.0,-11682479.0,181092653.0,217025303.0,398117956.0,35932650.0,19945591.0,54944723.0,74890314.0,34999132.0,20973991.0,17049972.0,38023963.0,-3924019.0,23999494.0,15657963.0,39657457.0,-8341531.0,464442528.0,454481388.0,918923916.0,-9961140.0,23269484.0,18822210.0,42091694.0,-4447274.0
2017-08-03,2017-07-24,2017-07-28,Standard Market (Second Section),243351687.0,243517950.0,486869637.0,166263.0,8564526.0,8767486.0,17332012.0,202960.0,234787161.0,234750464.0,469537625.0,-36697.0,153058297.0,156665672.0,309723969.0,3607375.0,64058272.0,59837751.0,123896023.0,-4220521.0,7795759.0,7638980.0,15434739.0,-156779.0,2342052.0,2240761.0,4582813.0,-101291.0,4075574.0,2700484.0,6776058.0,-1375090.0,1255978.0,2051190.0,3307168.0,795212.0,57336.0,20940.0,78276.0,-36396.0,60783.0,22731.0,83514.0,-38052.0,2065613.0,3427059.0,5492672.0,1361446.0,17497.0,144896.0,162393.0,127399.0
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10,2017-07-31,2017-08-04,Growth Market (Mothers/JASDAQ),761886137.0,761846177.0,1523732314.0,-39960.0,24084200.0,25251199.0,49335399.0,1166999.0,737801937.0,736594978.0,1474396915.0,-1206959.0,443428011.0,445712613.0,889140624.0,2284602.0,259460132.0,250554387.0,510014519.0,-8905745.0,15035829.0,15807192.0,30843021.0,771363.0,4786707.0,7958849.0,12745556.0,3172142.0,6639304.0,8201526.0,14840830.0,1562222.0,1488163.0,1316329.0,2804492.0,-171834.0,92979.0,723563.0,816542.0,630584.0,157282.0,36897.0,194179.0,-120385.0,6632731.0,6110032.0,12742763.0,-522699.0,80799.0,173590.0,254389.0,92791.0
2017-08-10,2017-07-31,2017-08-04,Prime Market (First Section),14203017765.0,14211121611.0,28414139376.0,8103846.0,2147648341.0,2203196815.0,4350845156.0,55548474.0,12055369424.0,12007924796.0,24063294220.0,-47444628.0,2106300697.0,1968721367.0,4075022064.0,-137579330.0,8774698269.0,8755005041.0,17529703310.0,-19693228.0,119149286.0,110795594.0,229944880.0,-8353692.0,298770985.0,408222499.0,706993484.0,109451514.0,108194525.0,144219928.0,252414453.0,36025403.0,26560247.0,31153211.0,57713458.0,4592964.0,26250451.0,17164794.0,43415245.0,-9085657.0,29471238.0,8199451.0,37670689.0,-21271787.0,546369669.0,540529019.0,1086898688.0,-5840650.0,19604057.0,23913892.0,43517949.0,4309835.0
2017-08-10,2017-07-31,2017-08-04,Standard Market (Second Section),316588156.0,317166065.0,633754221.0,577909.0,10109492.0,16906695.0,27016187.0,6797203.0,306478664.0,300259370.0,606738034.0,-6219294.0,190309771.0,185639826.0,375949597.0,-4669945.0,95551577.0,94418787.0,189970364.0,-1132790.0,10128330.0,10078143.0,20206473.0,-50187.0,2232821.0,3062571.0,5295392.0,829750.0,4306555.0,3119524.0,7426079.0,-1187031.0,716621.0,819120.0,1535741.0,102499.0,82370.0,56811.0,139181.0,-25559.0,24379.0,29808.0,54187.0,5429.0,3042368.0,2865928.0,5908296.0,-176440.0,83872.0,168852.0,252724.0,84980.0
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-17,2017-08-07,2017-08-10,Growth Market (Mothers/JASDAQ),584553502.0,583489884.0,1168043386.0,-1063618.0,18520646.0,18085269.0,36605915.0,-435377.0,566032856.0,565404615.0,1131437471.0,-628241.0,328327697.0,328705035.0,657032732.0,377338.0,208455285.0,208918399.0,417373684.0,463114.0,11464712.0,11791219.0,23255931.0,326507.0,5073953.0,4046871.0,9120824.0,-1027082.0,6950714.0,6324815.0,13275529.0,-625899.0,1245791.0,878002.0,2123793.0,-367789.0,137469.0,51931.0,189400.0,-85538.0,243576.0,42199.0,285775.0,-201377.0,3956123.0,4368430.0,8324553.0,412307.0,177536.0,277714.0,455250.0,100178.0
2017-08-17,2017-08-07,2017-08-10,Prime Market (First Section),10523488451.0,10518787735.0,21042276186.0,-4700716.0,1504457874.0,1667075285.0,3171533159.0,162617411.0,9019030577.0,8851712450.0,17870743027.0,-167318127.0,1681091281.0,1730438266.0,3411529547.0,49346985.0,6577949289.0,6298913468.0,12876862757.0,-279035821.0,92028392.0,92140648.0,184169040.0,112256.0,222732056.0,231490749.0,454222805.0,8758693.0,83136411.0,131460763.0,214597174.0,48324352.0,19627149.0,23622670.0,43249819.0,3995521.0,9774120.0,9970759.0,19744879.0,196639.0,40243305.0,11129686.0,51372991.0,-29113619.0,273039557.0,298806120.0,571845677.0,25766563.0,19409017.0,23739321.0,43148338.0,4330304.0
2017-08-17,2017-08-07,2017-08-10,Standard Market (Second Section),212135183.0,212406180.0,424541363.0,270997.0,8900100.0,10113343.0,19013443.0,1213243.0,203235083.0,202292837.0,405527920.0,-942246.0,106698045.0,101500865.0,208198910.0,-5197180.0,84026928.0,87910739.0,171937667.0,3883811.0,5823717.0,5654934.0,11478651.0,-168783.0,1773095.0,2484915.0,4258010.0,711820.0,2820453.0,2142635.0,4963088.0,-677818.0,390882.0,465797.0,856679.0,74915.0,105369.0,2190.0,107559.0,-103179.0,20292.0,28577.0,48869.0,8285.0,1561645.0,1895619.0,3457264.0,333974.0,14657.0,206566.0,221223.0,191909.0
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24,2017-08-14,2017-08-18,Growth Market (Mothers/JASDAQ),836097129.0,835767283.0,1671864412.0,-329846.0,26533649.0,25119408.0,51653057.0,-1414241.0,809563480.0,810647875.0,1620211355.0,1084395.0,499646925.0,494043910.0,993690835.0,-5603015.0,269805067.0,276969774.0,546774841.0,7164707.0,17126233.0,16584346.0,33710579.0,-541887.0,5200882.0,5601875.0,10802757.0,400993.0,8493568.0,7527966.0,16021534.0,-965602.0,1464900.0,1276529.0,2741429.0,-188371.0,84871.0,91828.0,176699.0,6957.0,215515.0,158220.0,373735.0,-57295.0,6953034.0,8168371.0,15121405.0,1215337.0,572485.0,225056.0,797541.0,-347429.0
2017-08-24,2017-08-14,2017-08-18,Prime Market (First Section),11941362719.0,11929038023.0,23870400742.0,-12324696.0,1884283281.0,1860103794.0,3744387075.0,-24179487.0,10057079438.0,10068934229.0,20126013667.0,11854791.0,1643727194.0,1767000608.0,3410727802.0,123273414.0,7577137643.0,7363038410.0,14940176053.0,-214099233.0,94993697.0,100895452.0,195889149.0,5901755.0,278304693.0,251613313.0,529918006.0,-26691380.0,72714683.0,121069116.0,193783799.0,48354433.0,10273731.0,17922362.0,28196093.0,7648631.0,15509997.0,17317110.0,32827107.0,1807113.0,7111439.0,17653376.0,24764815.0,10541937.0,342573284.0,389372640.0,731945924.0,46799356.0,14733077.0,23051842.0,37784919.0,8318765.0
2017-08-24,2017-08-14,2017-08-18,Standard Market (Second Section),221490135.0,221612319.0,443102454.0,122184.0,8206224.0,10614921.0,18821145.0,2408697.0,213283911.0,210997398.0,424281309.0,-2286513.0,107608623.0,106011911.0,213620534.0,-1596712.0,91546554.0,92727972.0,184274526.0,1181418.0,5620681.0,5611910.0,11232591.0,-8771.0,1482232.0,1683098.0,3165330.0,200866.0,3032866.0,2236132.0,5268998.0,-796734.0,337012.0,538773.0,875785.0,201761.0,14600.0,8866.0,23466.0,-5734.0,57458.0,21576.0,79034.0,-35882.0,3567805.0,2032045.0,5599850.0,-1535760.0,16080.0,125115.0,141195.0,109035.0
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,2017-08-21,2017-08-25,Growth Market (Mothers/JASDAQ),773488172.0,772859825.0,1546347997.0,-628347.0,21871503.0,21066200.0,42937703.0,-805303.0,751616669.0,751793625.0,1503410294.0,176956.0,471681922.0,466312149.0,937994071.0,-5369773.0,241018393.0,245763871.0,486782264.0,4745478.0,17600898.0,17198821.0,34799719.0,-402077.0,5548549.0,6424011.0,11972560.0,875462.0,8519001.0,7387097.0,15906098.0,-1131904.0,1653457.0,1278511.0,2931968.0,-374946.0,117845.0,26703.0,144548.0,-91142.0,190644.0,86236.0,276880.0,-104408.0,5077816.0,7177164.0,12254980.0,2099348.0,208144.0,139062.0,347206.0,-69082.0
2017-08-31,2017-08-21,2017-08-25,Prime Market (First Section),10194919786.0,10191713409.0,20386633195.0,-3206377.0,1691247284.0,1701582151.0,3392829435.0,10334867.0,8503672502.0,8490131258.0,16993803760.0,-13541244.0,1431218735.0,1451737518.0,2882956253.0,20518783.0,6302054481.0,6142782772.0,12444837253.0,-159271709.0,89959974.0,96349755.0,186309729.0,6389781.0,230081229.0,264820033.0,494901262.0,34738804.0,72891463.0,126775482.0,199666945.0,53884019.0,23377395.0,37837798.0,61215193.0,14460403.0,18740533.0,20761043.0,39501576.0,2020510.0,27121309.0,11772881.0,38894190.0,-15348428.0,298925421.0,321288454.0,620213875.0,22363033.0,9301962.0,16005522.0,25307484.0,6703560.0
2017-08-31,2017-08-21,2017-08-25,Standard Market (Second Section),231374802.0,231327744.0,462702546.0,-47058.0,8110232.0,8306257.0,16416489.0,196025.0,223264570.0,223021487.0,446286057.0,-243083.0,119002073.0,116510626.0,235512699.0,-2491447.0,90448019.0,92044104.0,182492123.0,1596085.0,6823138.0,6481863.0,13305001.0,-341275.0,1311467.0,1994411.0,3305878.0,682944.0,3688788.0,2747101.0,6435889.0,-941687.0,401738.0,624497.0,1026235.0,222759.0,71013.0,13992.0,85005.0,-57021.0,68038.0,16183.0,84221.0,-51855.0,1433952.0,2538934.0,3972886.0,1104982.0,16344.0,49776.0,66120.0,33432.0
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-07,2017-08-28,2017-09-01,Growth Market (Mothers/JASDAQ),828166080.0,827528468.0,1655694548.0,-637612.0,27472319.0,23948333.0,51420652.0,-3523986.0,800693761.0,803580135.0,1604273896.0,2886374.0,504704819.0,508680625.0,1013385444.0,3975806.0,248829858.0,251229168.0,500059026.0,2399310.0,19852547.0,19223459.0,39076006.0,-629088.0,4528898.0,5569343.0,10098241.0,1040445.0,10357710.0,9257914.0,19615624.0,-1099796.0,6234820.0,1584633.0,7819453.0,-4650187.0,337219.0,43432.0,380651.0,-293787.0,109944.0,173544.0,283488.0,63600.0,5420901.0,7274883.0,12695784.0,1853982.0,317045.0,543134.0,860179.0,226089.0
2017-09-07,2017-08-28,2017-09-01,Prime Market (First Section),11399734686.0,11391121277.0,22790855963.0,-8613409.0,1943945298.0,2025082503.0,3969027801.0,81137205.0,9455789388.0,9366038774.0,18821828162.0,-89750614.0,1662608028.0,1575200194.0,3237808222.0,-87407834.0,6839019899.0,6776533400.0,13615553299.0,-62486499.0,91025725.0,91554419.0,182580144.0,528694.0,246734715.0,263698991.0,510433706.0,16964276.0,83159990.0,98453319.0,181613309.0,15293329.0,12987579.0,21013107.0,34000686.0,8025528.0,13075430.0,11810571.0,24886001.0,-1264859.0,9221585.0,25701529.0,34923114.0,16479944.0,477329886.0,483718505.0,961048391.0,6388619.0,20626551.0,18354739.0,38981290.0,-2271812.0
2017-09-07,2017-08-28,2017-09-01,Standard Market (Second Section),248216502.0,248185691.0,496402193.0,-30811.0,11617145.0,13878550.0,25495695.0,2261405.0,236599357.0,234307141.0,470906498.0,-2292216.0,126000451.0,123366450.0,249366901.0,-2634001.0,96106089.0,94809061.0,190915150.0,-1297028.0,6596994.0,6381788.0,12978782.0,-215206.0,1067453.0,2502352.0,3569805.0,1434899.0,4045631.0,3424804.0,7470435.0,-620827.0,767821.0,1387346.0,2155167.0,619525.0,75825.0,12287.0,88112.0,-63538.0,32412.0,14231.0,46643.0,-18181.0,1836321.0,2319174.0,4155495.0,482853.0,70360.0,89648.0,160008.0,19288.0
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-14,2017-09-04,2017-09-08,Growth Market (Mothers/JASDAQ),794022827.0,794643521.0,1588666348.0,620694.0,26767064.0,27741229.0,54508293.0,974165.0,767255763.0,766902292.0,1534158055.0,-353471.0,448476128.0,456579413.0,905055541.0,8103285.0,278272287.0,270357070.0,548629357.0,-7915217.0,16189888.0,17664017.0,33853905.0,1474129.0,5454690.0,4874842.0,10329532.0,-579848.0,8197005.0,8050819.0,16247824.0,-146186.0,4055687.0,1106296.0,5161983.0,-2949391.0,64062.0,143518.0,207580.0,79456.0,47304.0,49372.0,96676.0,2068.0,6465630.0,7610077.0,14075707.0,1144447.0,33082.0,466868.0,499950.0,433786.0
2017-09-14,2017-09-04,2017-09-08,Prime Market (First Section),12250210232.0,12236552939.0,24486763171.0,-13657293.0,2760440103.0,2748127947.0,5508568050.0,-12312156.0,9489770129.0,9488424992.0,18978195121.0,-1345137.0,1581387518.0,1643517581.0,3224905099.0,62130063.0,7135929215.0,6842970722.0,13978899937.0,-292958493.0,89692793.0,94309646.0,184002439.0,4616853.0,233941803.0,281350846.0,515292649.0,47409043.0,75582345.0,128986302.0,204568647.0,53403957.0,12084861.0,16738160.0,28823021.0,4653299.0,18956505.0,18059931.0,37016436.0,-896574.0,12843040.0,13051041.0,25894081.0,208001.0,305594556.0,412279788.0,717874344.0,106685232.0,23757493.0,37160975.0,60918468.0,13403482.0
2017-09-14,2017-09-04,2017-09-08,Standard Market (Second Section),269679089.0,270281901.0,539960990.0,602812.0,9812471.0,9194502.0,19006973.0,-617969.0,259866618.0,261087399.0,520954017.0,1220781.0,146074931.0,142139926.0,288214857.0,-3935005.0,97718546.0,103691973.0,201410519.0,5973427.0,7426445.0,7060070.0,14486515.0,-366375.0,2168628.0,2098742.0,4267370.0,-69886.0,3072738.0,3047696.0,6120434.0,-25042.0,376143.0,397783.0,773926.0,21640.0,82337.0,15729.0,98066.0,-66608.0,104712.0,26787.0,131499.0,-77925.0,2833421.0,2340017.0,5173438.0,-493404.0,8717.0,268676.0,277393.0,259959.0
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-21,2017-09-11,2017-09-15,Growth Market (Mothers/JASDAQ),688747397.0,689556862.0,1378304259.0,809465.0,23456604.0,19481905.0,42938509.0,-3974699.0,665290793.0,670074957.0,1335365750.0,4784164.0,412030057.0,413357613.0,825387670.0,1327556.0,212979099.0,218978479.0,431957578.0,5999380.0,16554207.0,15656130.0,32210337.0,-898077.0,5624044.0,5588758.0,11212802.0,-35286.0,7416716.0,6952583.0,14369299.0,-464133.0,1938092.0,1325210.0,3263302.0,-612882.0,631919.0,58943.0,690862.0,-572976.0,111542.0,67654.0,179196.0,-43888.0,7956208.0,7907063.0,15863271.0,-49145.0,48909.0,182524.0,231433.0,133615.0
2017-09-21,2017-09-11,2017-09-15,Prime Market (First Section),13382632535.0,13397108337.0,26779740872.0,14475802.0,1896689869.0,2878819164.0,4775509033.0,982129295.0,11485942666.0,10518289173.0,22004231839.0,-967653493.0,2173713897.0,1749066900.0,3922780797.0,-424646997.0,8038926226.0,7611368923.0,15650295149.0,-427557303.0,133685945.0,110507832.0,244193777.0,-23178113.0,286176016.0,333371156.0,619547172.0,47195140.0,123767432.0,200952635.0,324720067.0,77185203.0,114741655.0,20184931.0,134926586.0,-94556724.0,34125309.0,19870471.0,53995780.0,-14254838.0,31150505.0,24177843.0,55328348.0,-6972662.0,522024997.0,418692380.0,940717377.0,-103332617.0,27630684.0,30096102.0,57726786.0,2465418.0
2017-09-21,2017-09-11,2017-09-15,Standard Market (Second Section),270848518.0,271576089.0,542424607.0,727571.0,11315473.0,11663280.0,22978753.0,347807.0,259533045.0,259912809.0,519445854.0,379764.0,145631358.0,143718869.0,289350227.0,-1912489.0,95909234.0,100210493.0,196119727.0,4301259.0,8656539.0,7866403.0,16522942.0,-790136.0,1653362.0,2233434.0,3886796.0,580072.0,3284457.0,2734223.0,6018680.0,-550234.0,288218.0,558074.0,846292.0,269856.0,565920.0,6111.0,572031.0,-559809.0,99120.0,86066.0,185186.0,-13054.0,3380938.0,2375658.0,5756596.0,-1005280.0,63899.0,123478.0,187377.0,59579.0
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,2017-09-19,2017-09-22,Growth Market (Mothers/JASDAQ),595692634.0,594512513.0,1190205147.0,-1180121.0,18295161.0,15601331.0,33896492.0,-2693830.0,577397473.0,578911182.0,1156308655.0,1513709.0,350389559.0,356272641.0,706662200.0,5883082.0,191756376.0,187985022.0,379741398.0,-3771354.0,14256852.0,14631280.0,28888132.0,374428.0,3899902.0,4522610.0,8422512.0,622708.0,6671830.0,5817539.0,12489369.0,-854291.0,1300745.0,1254100.0,2554845.0,-46645.0,532361.0,222406.0,754767.0,-309955.0,90992.0,35899.0,126891.0,-55093.0,8327418.0,7956071.0,16283489.0,-371347.0,171438.0,213614.0,385052.0,42176.0
2017-09-28,2017-09-19,2017-09-22,Prime Market (First Section),13010842790.0,13035231179.0,26046073969.0,24388389.0,1964708856.0,2661017155.0,4625726011.0,696308299.0,11046133934.0,10374214024.0,21420347958.0,-671919910.0,2294770416.0,1966019319.0,4260789735.0,-328751097.0,7398587306.0,7339770066.0,14738357372.0,-58817240.0,126060955.0,115539915.0,241600870.0,-10521040.0,354189264.0,280398918.0,634588182.0,-73790346.0,141341189.0,116352010.0,257693199.0,-24989179.0,22261525.0,26924603.0,49186128.0,4663078.0,31889504.0,9791872.0,41681376.0,-22097632.0,57766748.0,11099648.0,68866396.0,-46667100.0,583839362.0,487848855.0,1071688217.0,-95990507.0,35427665.0,20468818.0,55896483.0,-14958847.0
2017-09-28,2017-09-19,2017-09-22,Standard Market (Second Section),262646852.0,263011043.0,525657895.0,364191.0,12112718.0,12200601.0,24313319.0,87883.0,250534134.0,250810442.0,501344576.0,276308.0,132041136.0,136941506.0,268982642.0,4900370.0,97128354.0,98567499.0,195695853.0,1439145.0,8159356.0,7402635.0,15561991.0,-756721.0,2144446.0,1770799.0,3915245.0,-373647.0,2854135.0,2553427.0,5407562.0,-300708.0,223567.0,338951.0,562518.0,115384.0,435428.0,7403.0,442831.0,-428025.0,23043.0,22585.0,45628.0,-458.0,7476251.0,2939867.0,10416118.0,-4536384.0,48418.0,265770.0,314188.0,217352.0
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
